,V1,V2
gn:T04089,cij,Citromicrobium sp. JL477
gn:T04090,blep,Beggiatoa leptomitiformis D-402
gn:T04091,ati,Azospirillum thiophilum BV-S
gn:T04092,rbn,Rubrivivax benzoatilyticus JA2 = ATCC BAA-35
gn:T04093,pvl,Proteus mirabilis CYPV1
gn:T04094,buq,Burkholderia sp. HB1
gn:T04095,aaq,Arthrobacter alpinus R3.8
gn:T04096,con,Confluentimicrobium sp. EMB200-NS6
gn:T04097,goq,Gordonia phthalatica QH-11
gn:T04098,cmar,Celeribacter marinus IMCC 12053
gn:T04099,rti,Rufibacter tibetensis 1351
gn:T04100,ahz,Algibacter alginicilyticus HZ22 (Algibacter alginolytica HZ22)
gn:T04101,brd,Brevundimonas sp. DS20
gn:T04102,mio,Microbacterium sp. No. 7
gn:T04103,aei,Acinetobacter equi 114
gn:T04104,smag,Sphingopyxis macrogoltabida EY-1
gn:T04105,mft,Mycolicibacterium fortuitum CT6 (Mycobacterium fortuitum CT6)
gn:T04106,wcb,Weissella cibaria CH2
gn:T04107,sacz,Stenotrophomonas acidaminiphila ZAC14D2_NAIMI4_2
gn:T04108,xii,Candidatus Xiphinematobacter sp. Idaho Grape
gn:T04109,bvr,Blastochloris viridis ATCC 19567
gn:T04110,chq,Caulobacter henricii CB4
gn:T04111,mhad,Mycobacterium haemophilum DSM 44634
gn:T04112,lku,Lactobacillus kunkeei MP2
gn:T04113,boa,Bacteroides ovatus ATCC 8483
gn:T04114,pdl,Pyrodictium delaneyi Su06
gn:T04115,lgl,Lactobacillus gallinarum HFD4
gn:T04116,bcel,Bacteroides cellulosilyticus WH2
gn:T04117,taq,Thermus aquaticus Y51MC23
gn:T04118,enx,Enterobacter sp. E20
gn:T04119,hhu,Halomonas huangheensis BJGMM-B45
gn:T04120,lim,Limnohabitans sp. 103DPR2
gn:T04121,lih,Limnohabitans sp. 63ED37-2
gn:T04122,masw,Massilia sp. WG5
gn:T04123,sko,Saccoglossus kowalevskii (acorn worm)
gn:T04124,boe,Brassica oleracea var. oleracea (wild cabbage)
gn:T04125,thj,Tarenaya hassleriana (spider flower)
gn:T04126,vra,Vigna radiata var. radiata (mung bean)
gn:T04127,obi,Octopus bimaculoides
gn:T04128,bna,Brassica napus (rape)
gn:T04129,gra,Gossypium raimondii
gn:T04130,spen,Solanum pennellii
gn:T04131,nnu,Nelumbo nucifera (sacred lotus)
gn:T04132,apro,Auxenochlorella protothecoides
gn:T04133,eiv,Entamoeba invadens IP1
gn:T04134,aaf,Aureococcus anophagefferens
gn:T04135,sind,Sesamum indicum (sesame)
gn:T04136,sre,Salpingoeca rosetta
gn:T04137,spar,Saprolegnia parasitica CBS 223.65
gn:T04138,abg,Asaia bogorensis NBRC 16594
gn:T04139,bpla,Burkholderia plantarii ATCC 43733
gn:T04140,pep,Pedobacter sp. PACM 27299
gn:T04141,bcai,Paraburkholderia caribensis MBA4 (Burkholderia caribensis MBA4)
gn:T04142,gen,Geminocystis sp. NIES-3709
gn:T04143,rsu,Rhodovulum sulfidophilum DSM 2351
gn:T04144,nom,Nonlabens sp. MIC269
gn:T04145,syi,Sediminicola sp. YIK13
gn:T04146,pseq,Pseudonocardia sp. EC080610-09
gn:T04147,prf,Candidatus Peribacter riflensis RIFOXYA2_FULL_PER-ii_58_14
gn:T04148,ega,Enterococcus gallinarum FDAARGOS_163
gn:T04149,icp,Candidatus Ishikawaella capsulata Mpkobe
gn:T04150,lpil,Limnochorda pilosa HC45
gn:T04151,kki,Kingella kingae KWG1
gn:T04152,pbb,Oblitimonas alkaliphila B4199
gn:T04153,asp,Alteromonas stellipolaris LMG 21856
gn:T04154,lab,Lysobacter antibioticus 76
gn:T04155,sagq,Staphylococcus agnetis 908
gn:T04156,lpx,Lactobacillus paraplantarum L-ZS9
gn:T04157,afa,Alcaligenes faecalis ZD02
gn:T04158,pspi,Pseudohongiella spirulinae KCTC 32221
gn:T04159,com,Colwellia sp. MT41
gn:T04160,seqo,Staphylococcus equorum KS1039
gn:T04161,aua,Aureimonas sp. AU20
gn:T04162,lcp,Lysobacter capsici 55
gn:T04163,lgu,Lysobacter gummosus 3.2.11
gn:T04164,pia,Pseudoalteromonas issachenkonii KCTC 12958
gn:T04165,pphe,Pseudoalteromonas phenolica KCTC 12086
gn:T04166,rdp,Roseateles depolymerans KCTC 42856
gn:T04167,pnp,Paenibacillus naphthalenovorans 32O-Y
gn:T04168,gee,Geminocystis sp. NIES-3708
gn:T04169,nio,Candidatus Nitrospira inopinata
gn:T04170,non,Nostoc sp. NIES-3756
gn:T04171,tee,Candidatus Tenderia electrophaga NRL1
gn:T04172,blq,Salinivirga cyanobacteriivorans L21-Spi-D4 (Bacterium L21-Spi-D4)
gn:T04173,peo,Prevotella enoeca F0113
gn:T04174,hty,Helicobacter typhlonius htyphlonius_mit97-6810
gn:T04175,pbw,Pseudoalteromonas sp. Bsw20308
gn:T04176,marg,Mycoplasma arginini HAZ145_1
gn:T04177,psos,Pseudomonas sp. Os17
gn:T04178,ajo,Acinetobacter johnsonii XBB1
gn:T04179,prr,Pseudoalteromonas rubra SCSIO 6842
gn:T04180,cum,Curtobacterium sp. MR_MD2014
gn:T04181,arh,Arthrobacter sp. Hiyo8
gn:T04182,ibu,Intestinimonas butyriciproducens AF211
gn:T04183,fhw,Fusobacterium hwasookii ChDC F174
gn:T04184,tgy,Thermococcus guaymasensis DSM 11113
gn:T04185,taa,Candidatus Nitrosocosmicus oleophilus MY3 (Candidatus Nitrocosmicus oleophilus MY3)
gn:T04186,asr,Aeromonas schubertii WL1483
gn:T04187,ary,Arthrobacter sp. YC-RL1
gn:T04188,nur,Nitrosomonas ureae Nm10
gn:T04189,lal,Lacimicrobium alkaliphilum YelD216
gn:T04190,mod,Myroides odoratimimus PR63039
gn:T04191,mdn,Methylomonas denitrificans FJG1
gn:T04192,ttk,Thermosulfidibacter takaii ABI70S6
gn:T04193,cih,Chryseobacterium sp. IHB B 17019
gn:T04194,sbd,Sphingobium baderi DE-13
gn:T04195,fis,Fischerella sp. NIES-3754
gn:T04196,ano,Acinetobacter nosocomialis 6411
gn:T04197,cbut,Clostridium butyricum KNU-L09
gn:T04198,kle,Enterobacter lignolyticus G5 (Klebsiella sp. G5)
gn:T04199,len,Leptolyngbya sp. NIES-3755
gn:T04200,pku,Planococcus kocurii ATCC 43650
gn:T04201,prt,Planococcus rifietoensis M8
gn:T04202,hhb,Halobacterium hubeiense JI20-1
gn:T04203,mmil,Methanobrevibacter millerae SM9
gn:T04204,lao,Lentibacillus amyloliquefaciens LAM0015
gn:T04205,iis,Ignicoccus islandicus DSM 13165
gn:T04206,kfv,Kocuria flava HO-9041
gn:T04207,pdq,Polynucleobacter duraquae
gn:T04208,tdi,Tenacibaculum dicentrarchi AY7486TD
gn:T04209,sgb,Streptomyces globisporus C-1027
gn:T04210,psul,Pseudarthrobacter sulfonivorans Ar51
gn:T04211,thu,Thauera humireducens SgZ-1
gn:T04212,pnl,Candidatus Protochlamydia naegleriophila KNic
gn:T04213,ata,Agrobacterium tumefaciens S33
gn:T04214,pphr,Pannonibacter phragmitetus 31801
gn:T04215,fia,Fervidobacterium islandicum AW-1
gn:T04216,pbh,Polyangium brachysporum DSM 7029
gn:T04217,asz,Acetobacter senegalensis 108B
gn:T04218,ess,Enterococcus silesiacus LMG 23085
gn:T04219,pow,Paenibacillus sp. 32O-W
gn:T04220,ptn,Pseudoalteromonas translucida KMM 520
gn:T04221,efk,Candidatus Endolissoclinum faulkneri L5
gn:T04222,bdn,Bifidobacterium dentium JCM 1195 = DSM 20436
gn:T04223,bks,Bifidobacterium kashiwanohense JCM 15439 = DSM 21854
gn:T04224,cthi,Caldimicrobium thiodismutans TF1
gn:T04225,vbl,Kiritimatiella glycovorans L21-Fru-AB (Verrucomicrobia bacterium L21-Fru-AB)
gn:T04226,pnr,Pandoraea norimbergensis DSM 11628
gn:T04227,pkt,Paucibacter sp. KCTC 42545
gn:T04228,arw,Arthrobacter alpinus A3
gn:T04229,gar,Glutamicibacter halophytocola KLBMP 5180
gn:T04230,carc,Carnobacterium sp. CP1
gn:T04231,magx,Magnetospirillum sp. XM-1
gn:T04232,lax,Leclercia adecarboxylata USDA-ARS-USMARC-60222
gn:T04233,dch,Deinococcus soli Cha et al. 2014
gn:T04234,pecq,Pseudonocardia sp EC080619-01
gn:T04235,lut,Lutibacter profundi LP1
gn:T04236,aer,Aeromicrobium erythreum AR18
gn:T04237,rab,Rickettsia amblyommatis Ac37
gn:T04238,hrb,Herbaspirillum rubrisubalbicans M1
gn:T04239,myg,Mycoplasma sp. (ex Biomphalaria glabrata)
gn:T04240,scx,Streptomyces sp. CdTB01
gn:T04241,psuw,Pseudoxanthomonas suwonensis J1
gn:T04242,hyg,Hymenobacter sedentarius DG5B
gn:T04243,mix,Microbacterium sp. XT11
gn:T04244,adt,Achromobacter denitrificans USDA-ARS-USMARC-56712
gn:T04245,thv,Thermococcus sp. 2319x1
gn:T04246,srw,Streptomyces reticuli TUE45
gn:T04247,anx,Aneurinibacillus sp. XH2
gn:T04248,asy,Candidatus Arsenophonus lipoptenae CB
gn:T04249,aui,Aerococcus urinaeequi USDA-ARS-USMARC-56713
gn:T04250,kur,Kurthia sp. 11kri321
gn:T04251,let,Leptolyngbya sp. O-77
gn:T04252,mvd,Microterricola viridarii ERGS5:02
gn:T04253,asan,Aerococcus sanguinicola CCUG43001
gn:T04254,tur,Turicibacter sp. H121
gn:T04255,naa,Candidatus Nanopusillus acidilobi
gn:T04256,got,Gemella sp. oral taxon 928
gn:T04257,bvl,Brucella vulpis F60
gn:T04258,ege,Erwinia gerundensis EM595
gn:T04259,dab,Deinococcus actinosclerus BM2
gn:T04260,gho,Grimontia hollisae ATCC 33564
gn:T04261,hsf,Halanaeroarchaeum sulfurireducens M27-SA2
gn:T04262,acg,Aerococcus christensenii CCUG28831
gn:T04263,erl,Erysipelothrix larvae LV19 (Erysipelothrix sp. LV19)
gn:T04264,bop,Bosea sp. PAMC 26642
gn:T04265,strf,Streptomyces sp. 4F
gn:T04266,bud,Burkholderia sp. Bp5365 MSMB43
gn:T04267,por,Pseudomonas oryzihabitans USDA-ARS-USMARC-56511
gn:T04268,fro,Faecalibaculum rodentium ALO17
gn:T04269,rtc,Rathayibacter toxicus WAC3373
gn:T04270,avs,Aerococcus viridans CCUG4311
gn:T04271,jab,Janthinobacterium sp. B9-8
gn:T04272,marc,Methanogenic archaeon ISO4-H5
gn:T04273,brc,Bradyrhizobium sp. CCGE-LA001
gn:T04274,tpar,Thermus parvatiensis RL
gn:T04275,hat,Halocynthiibacter arcticus PAMC 20958
gn:T04276,cgz,Chlamydia gallinacea 08-1274/3
gn:T04277,phy,Pseudothermotoga hypogea DSM 11164 = NBRC 106472
gn:T04278,shz,Shinella sp. HZN7
gn:T04279,meye,Methanobrevibacter sp. YE315
gn:T04280,aos,Actinomyces oris T14V
gn:T04281,frp,Frondihabitans sp. PAMC 28766
gn:T04282,fpn,Fictibacillus phosphorivorans G25-29
gn:T04283,meta,Methylobacterium sp. AMS5
gn:T04284,auh,Aerococcus urinaehominis CCUG42038B
gn:T04285,pfz,Pseudomonas fragi P121
gn:T04286,satk,Sinomonas atrocyanea KCTC 3377
gn:T04287,chg,Capnocytophaga haemolytica CCUG 32990
gn:T04288,ard,Actinomyces radicidentis CCUG 36733
gn:T04289,doa,Desulfomicrobium orale DSM 12838
gn:T04290,rhz,Rhodoplanes sp. Z2-YC6860
gn:T04291,mmic,Mycobacterium tuberculosis variant microti 12 (Mycobacterium microti 12)
gn:T04292,hco,Halomonas chromatireducens AGD 8-3
gn:T04293,dfi,Desulfovibrio fairfieldensis CCUG 45958
gn:T04294,mos,Moraxella osloensis CCUG 350
gn:T04295,lap,Labrenzia sp. CP4
gn:T04296,sdf,Steroidobacter denitrificans DSM 18526
gn:T04297,cjo,Coturnix japonica (Japanese quail)
gn:T04298,aam,Apteryx mantelli mantelli (brown kiwi)
gn:T04299,gja,Gekko japonicus
gn:T04300,adu,Arachis duranensis
gn:T04301,aip,Arachis ipaensis
gn:T04302,pagg,Pantoea vagans FDAARGOS_160
gn:T04303,ssif,Staphylococcus simulans FDAARGOS_124
gn:T04304,bsj,Bacillus simplex SH-B26
gn:T04305,mphl,Mycolicibacterium phlei CCUG 21000 (Mycobacterium phlei CCUG 21000)
gn:T04306,cpra,Collimonas pratensis Ter91
gn:T04307,ster,Sphingopyxis terrae NBRC 15098 203-1
gn:T04308,dtx,Dyella thiooxydans ATSB10
gn:T04309,ddo,Dokdonia donghaensis DSW-1
gn:T04310,opo,Obesumbacterium proteus DSM 2777
gn:T04311,maqu,Methylobacterium aquaticum MA-22A
gn:T04312,mip,Microbacterium sp. PAMC 28756
gn:T04313,cif,Citrobacter sp. FDAARGOS_156
gn:T04314,mema,Methanoculleus sp. MAB1
gn:T04315,zal,Zhongshania aliphaticivorans SM2
gn:T04316,csp,Corynebacterium simulans PES1
gn:T04317,sphg,Sphingorhabdus sp. M41
gn:T04318,palc,Pseudomonas alcaligenes NEB 585
gn:T04319,bly,Brevibacterium linens BS258
gn:T04320,pali,Psychrobacter alimentarius PAMC 27889
gn:T04321,pdm,Pediococcus damnosus TMW 2.1535
gn:T04322,btrm,Bordetella trematum H044680328
gn:T04323,gsr,Geobacillus subterraneus KCTC 3922
gn:T04324,mbl,Moraxella bovoculi 58069
gn:T04325,vaa,Variovorax sp. PAMC 28711
gn:T04326,rud,Rufibacter sp. DG15C
gn:T04327,spsy,Sporosarcina psychrophila DSM 6497
gn:T04328,rfa,Rhodococcus fascians D188
gn:T04329,moi,Moraxella ovis 199/55
gn:T04330,bon,Bacillus oceanisediminis 2691
gn:T04331,ctyk,Clostridium tyrobutyricum KCTC 5387
gn:T04332,maad,Martelella sp. AD-3
gn:T04333,haa,Halotalea alkalilenta IHB B 13600
gn:T04334,alm,Algoriphagus sanaruensis M8-2 (Algoriphagus sp. M8-2)
gn:T04335,mup,Mucilaginibacter sp. PAMC 26640
gn:T04336,bbau,Bacteroidetes bacterium UKL13-3
gn:T04337,brad,Bradyrhizobium sp. BF49
gn:T04338,hbc,Hyphomonadaceae bacterium UKL13-1
gn:T04339,dpu,Deinococcus puniceus DY1
gn:T04340,mcw,Microbacterium chocolatum SIT 101
gn:T04341,pcm,Pedobacter cryoconitis PAMC 27485
gn:T04342,beb,Betaproteobacteria bacterium UKL13-2
gn:T04343,aak,Aminobacter aminovorans KCTC 2477
gn:T04344,dpl,Danaus plexippus plexippus (monarch butterfly)
gn:T04345,ats,Aegilops tauschii subsp. tauschii (wheat D)
gn:T04346,tng,Tetraodon nigroviridis (spotted green pufferfish)
gn:T04347,dpx,Daphnia pulex (common water flea)
gn:T04348,lja,Lotus japonicus
gn:T04349,smin,Breviolum minutum Mf 1.05b.01 (Symbiodinium minutum Mf 1.05b.01)
gn:T04350,sbq,Saimiri boliviensis boliviensis (Bolivian squirrel monkey)
gn:T04351,lav,Loxodonta africana (African savanna elephant)
gn:T04352,adf,Acropora digitifera (stony coral)
gn:T04353,acw,Acinetobacter sp. DUT-2
gn:T04354,pls,Planctomyces sp. SH-PL14
gn:T04355,nwe,Neisseria weaveri NCTC13585
gn:T04356,mvq,Mycolicibacterium vaccae 95051
gn:T04357,fper,Francisella persica ATCC VR-331
gn:T04358,ges,Gemmata sp. SH-PL17
gn:T04359,sje,Salimicrobium jeotgali MJ3
gn:T04360,pir,Pirellula sp. SH-Sr6A
gn:T04361,csab,Chlorocebus sabaeus (green monkey)
gn:T04362,bim,Bombus impatiens (common eastern bumble bee)
gn:T04363,sasa,Salmo salar (Atlantic salmon)
gn:T04364,bter,Bombus terrestris (buff-tailed bumblebee)
gn:T04365,pyc,Pyrococcus kukulkanii NCB100
gn:T04366,hjo,Haematospirillum jordaniae H5569
gn:T04367,rmb,Epibacterium mobile F1926
gn:T04368,deu,Desulfuromonas sp. DDH964
gn:T04369,rst,Rummeliibacillus stabekisii PP9
gn:T04370,anm,Anoxybacillus sp. B2M1
gn:T04371,lez,Lysobacter enzymogenes C3
gn:T04372,sgi,Sphingopyxis granuli TFA
gn:T04373,ecos,Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)
gn:T04374,ebs,Ectothiorhodospira sp. BSL-9
gn:T04375,bne,Brevundimonas naejangsanensis B1
gn:T04376,hyp,Hymenobacter sp. PAMC 26554
gn:T04377,dko,Dokdonella koreensis DS-123
gn:T04378,pshi,Plesiomonas shigelloides NCTC10360
gn:T04379,vfl,Vibrio fluvialis ATCC 33809
gn:T04380,vhr,Vibrio harveyi ATCC 43516
gn:T04381,vmi,Vibrio mimicus ATCC 33654
gn:T04382,ddt,Denitrobacterium detoxificans NPOH1
gn:T04383,spmi,Sphingobium sp. MI1205
gn:T04384,ido,Isoptericola dokdonensis DS-3
gn:T04385,mol,Methanobrevibacter olleyae YLM1
gn:T04386,pspg,Psychrobacter sp. P2G3
gn:T04387,daa,Defluviimonas alba cai42
gn:T04388,rtn,Rathayibacter tritici NCPPB 1953
gn:T04389,kqu,Klebsiella quasipneumoniae ATCC 700603
gn:T04390,shq,Shigella sp. PAMC 28760
gn:T04391,lor,Lactobacillus oris J-1
gn:T04392,fla,Flavisolibacter tropicus LCS9
gn:T04393,mthd,Microbulbifer thermotolerans DAU221
gn:T04394,abac,Luteitalea pratensis DSM 100886
gn:T04395,brg,Brevundimonas sp. GW460-12-10-14-LB2
gn:T04396,mdh,Methylomonas sp. DH-1
gn:T04397,aamy,Anoxybacillus amylolyticus DSM 15939
gn:T04398,mars,Marinobacterium aestuarii ST58-10
gn:T04399,gao,Geobacter anodireducens SD-1
gn:T04400,laz,Lelliottia amnigena ZB04
gn:T04401,plh,Planctomyces sp. SH-PL62
gn:T04402,miu,Mitsuaria sp. 7
gn:T04403,aaw,Alteromonas addita R10SW13
gn:T04404,dej,Pseudodesulfovibrio indicus J2 (Desulfovibrio indicus J2)
gn:T04405,enf,Enterobacter sp. FY-07
gn:T04406,arb,Arachidicoccus sp. BS20
gn:T04407,pbv,Paenibacillus bovis BD3526
gn:T04408,stek,Stenotrophomonas sp. KCTC 12332
gn:T04409,ahu,Azospirillum humicireducens SgZ-5
gn:T04410,dso,Dickeya solani IPO 2222
gn:T04411,psyg,Psychrobacter sp. P11G5
gn:T04412,gej,Geobacillus sp. JS12
gn:T04413,agy,Agromyces aureus AR33
gn:T04414,sle,Streptomyces leeuwenhoekii C34
gn:T04415,ops,Ochrobactrum pseudogrignonense K8
gn:T04416,pns,Porphyrobacter neustonensis DSM 9434
gn:T04417,srz,Serratia rubidaea 1122
gn:T04418,nia,Niabella ginsenosidivorans BS26
gn:T04419,rbm,Rhizobiales bacterium NRL2
gn:T04420,rhn,Rhizobium sp. N1341
gn:T04421,pll,Planococcus versutus L10.15
gn:T04422,cbot,Caulobacteraceae bacterium OTSz_A_272
gn:T04423,aoa,Azoarcus olearius DQS4
gn:T04424,proc,Prosthecochloris sp. CIB 2401
gn:T04425,acv,Acinetobacter sp. TGL-Y2
gn:T04426,anl,Anoxybacillus sp. B7M1
gn:T04427,woc,Woeseia oceani XK5
gn:T04428,pana,Planococcus antarcticus DSM 14505
gn:T04429,fpla,Flavonifractor plautii YL31
gn:T04430,lacy,Lachnoclostridium sp. YL32
gn:T04431,ndk,Nocardioides dokdonensis FR1436
gn:T04432,sphb,Sphingobium sp. EP60837
gn:T04433,kor,Kosakonia oryzae Ola 51
gn:T04434,dva,Dermabacter vaginalis AD1-86
gn:T04435,cart,Cryobacterium arcticum PAMC 27867
gn:T04436,serj,Serinicoccus hydrothermalis JLT9 (Serinicoccus sp. JLT9)
gn:T04437,ruk,Hungateiclostridiaceae bacterium KB18
gn:T04438,pary,Muribaculum intestinale YL27 (Parabacteroides sp. YL27)
gn:T04439,erb,Erysipelotrichaceae bacterium I46
gn:T04440,gta,Gordonia terrae 3612
gn:T04441,haz,Halothiobacillus sp. LS2
gn:T04442,flm,Flammeovirga sp. MY04
gn:T04443,yan,Yangia sp. CCB-MM3
gn:T04444,wfu,Wenyingzhuangia fucanilytica CZ1127
gn:T04445,bfv,Brevibacterium flavum ZL-1
gn:T04446,mamo,Mesorhizobium amorphae CCNWGS0123
gn:T04447,anh,Altererythrobacter namhicola JCM 16345
gn:T04448,led,Lentzea guizhouensis DHS C013
gn:T04449,metr,Methyloversatilis sp. RAC08
gn:T04450,blas,Blastomonas sp. RAC04
gn:T04451,pdg,Planococcus donghaensis DSM 22276
gn:T04452,far,Fictibacillus arsenicus G25-54
gn:T04453,cpor,Cloacibacillus porcorum CL-84
gn:T04454,gbi,Immundisolibacter cernigliae TR3.2 (Gammaproteobacteria bacterium TR3.2)
gn:T04455,hyr,Hydrogenophaga sp. RAC07
gn:T04456,mbp,Maize bushy stunt phytoplasma M3
gn:T04457,tmg,Candidate division TM6 bacterium GW2011_GWF2_28_16
gn:T04458,byl,Blautia sp. YL58
gn:T04459,dpn,Dialister pneumosintes F0677
gn:T04460,llf,Leuconostoc lactis WiKim40
gn:T04461,sphr,Sphingobium sp. RAC03
gn:T04462,bos,Bosea sp. RAC05
gn:T04463,abao,Anaerolineaceae bacterium oral taxon 439 W11661
gn:T04464,wba,Candidatus Woesebacteria bacterium GW2011_GWF1_31_35
gn:T04465,for,Formosa sp. Hel1_33_131
gn:T04466,ado,Altererythrobacter dongtanensis KCTC 22672
gn:T04467,ksd,Kangiella sediminilitoris KCTC 23892
gn:T04468,porl,Porphyrobacter sp. LM 6
gn:T04469,psty,Pedobacter steynii DX4
gn:T04470,mlq,Marinobacter sp. LQ44
gn:T04471,rin,Ralstonia insidiosa FC1138
gn:T04472,ahm,Actinoalloteichus hymeniacidonis HPA177(T) (=DSM 45092(T))
gn:T04473,phc,Planococcus halocryophilus DSM 24743
gn:T04474,toh,Tannerella sp. oral taxon HOT-286
gn:T04475,shal,Sulfurospirillum halorespirans DSM 13726
gn:T04476,ptl,Parageobacillus thermoglucosidasius DSM 2542 (Parageobacillus thermoglucosidans DSM 2542)
gn:T04477,arz,Arthrobacter sp. ATCC 21022
gn:T04478,asv,Acetobacter oryzifermentans SLV-7
gn:T04479,snj,Sphingomonas sp. NIC1
gn:T04480,den,Candidatus Doolittlea endobia
gn:T04481,acra,Acidovorax sp. RAC01
gn:T04482,foh,Formosa sp. Hel3_A1_48
gn:T04483,bvv,Bosea vaviloviae Vaf18
gn:T04484,hed,Candidatus Hoaglandella endobia
gn:T04485,bic,Bradyrhizobium icense LMTR 13
gn:T04486,phh,Pseudonocardia sp. HH130630-07
gn:T04487,srg,Candidate division SR1 bacterium Aalborg_AAW-1
gn:T04488,cgw,Candidatus Campbellbacteria bacterium GW2011_OD1_34_28
gn:T04489,alo,Alloactinosynnema sp. L-07
gn:T04490,nre,Novosphingobium resinovorum SA1
gn:T04491,hyb,Hydrogenophaga sp. PBC
gn:T04492,clz,Chlorobaculum limnaeum DSM 1677
gn:T04493,gfe,Geosporobacter ferrireducens IRF9
gn:T04494,senm,Secondary endosymbiont of Trabutina mannipara
gn:T04495,aprs,Acidihalobacter prosperus F5
gn:T04496,dts,Delftia tsuruhatensis CM13
gn:T04497,lul,Urechidicola croceus LPB0138 (Lutibacter sp. LPB0138)
gn:T04498,nac,Nanohaloarchaea archaeon SG9
gn:T04499,mpro,Moorea producens PAL-8-15-08-1
gn:T04500,srh,Stenotrophomonas rhizophila QL-P4
gn:T04501,agc,Agrobacterium sp. RAC06
gn:T04502,ged,Candidatus Gullanella endobia
gn:T04503,mcub,Methanobacterium congolense isolate Buetzberg
gn:T04504,pob,Polaribacter vadi LPB0003
gn:T04505,hyl,Hydrogenophaga sp. LPB0072
gn:T04506,ssil,Solibacillus silvestris DSM 12223
gn:T04507,eah,Ensifer adhaerens Casida A
gn:T04508,eho,Edwardsiella hoshinae ATCC 35051
gn:T04509,smy,Sphingomonas melonis TY
gn:T04510,cmik,Candidatus Mikella endobia
gn:T04511,coz,Colwellia sp. PAMC 20917
gn:T04512,paci,Pediococcus acidilactici ZPA017
gn:T04513,ppar,Pectobacterium parmentieri RNS08.42.1A
gn:T04514,six,Sinorhizobium sp. RAC02
gn:T04515,prl,Propionibacterium sp. oral taxon 193 F0672
gn:T04516,sula,Sulfolobus sp. A20
gn:T04517,halh,Halodesulfurarchaeum formicicum HTSR1
gn:T04518,mso,Mycoplasma synoviae ATCC 25204
gn:T04519,hsz,Herbaspirillum seropedicae Z67
gn:T04520,sscz,Staphylococcus schleiferi 2317-03
gn:T04521,aaz,Aggregatibacter aphrophilus W10433
gn:T04522,axx,Achromobacter xylosoxidans NCTC10807
gn:T04523,aaci,Acidipropionibacterium acidipropionici CGMCC 1.2230
gn:T04524,nfr,Nocardia farcinica NCTC11134
gn:T04525,bbrd,Bifidobacterium breve DSM 20213 = JCM 1192
gn:T04526,laq,Lysobacter antibioticus ATCC 29479
gn:T04527,ccoo,Campylobacter coli OR12
gn:T04528,aun,Aerococcus urinae CCUG36881
gn:T04529,avo,Aeromonas veronii TH0426
gn:T04530,enm,Endosymbiont of unidentified scaly snail isolate Monju
gn:T04531,aacn,Aggregatibacter actinomycetemcomitans NUM4039
gn:T04532,mmj,Methanosarcina mazei S-6
gn:T04533,mbak,Methanosarcina barkeri 3
gn:T04534,koc,Klebsiella oxytoca CAV1374
gn:T04535,pws,Pectobacterium wasabiae CFBP 3304
gn:T04536,tch,Thermococcus chitonophagus 1
gn:T04537,bgy,Bacillus glycinifermentans BGLY
gn:T04538,xho,Xenorhabdus hominickii ANU1
gn:T04539,jaz,Janthinobacterium sp. 1_2014MBL_MicDiv
gn:T04540,btho,Bacteroides thetaiotaomicron 7330
gn:T04541,avu,Actinomyces tangfeifanii VUL4_3
